session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
3345,12,31,8,280,225,138,225,146,138,8,39
3346,19,21,31,138,79,130,225,229,4,448,39
3347,2,22,5,24,29,15,15,2,75,2,39
3348,75,232,232,1467,1465,1467,1465,1467,1465,2,39
3349,1467,1465,2,29,15,1467,1465,75,7,59,39
3350,5,103,4,103,1076,1619,1450,129,5,176,39
3351,1465,1465,1484,4,2,5,12,87,5,1833,39
3352,1833,1465,5,5,1733,24,1733,145,78,4,39
3353,2,5,2,75,2,29,15,15,2,2,39
3354,1467,1465,1467,1465,1467,1465,1467,1467,1465,1465,39
3355,2,1465,1467,2,2,75,29,15,7,5,39
3356,4,1786,1111,103,1500,24,5,1786,5,1500,39
3357,1522,1522,60,1530,103,4,103,1076,1619,5,39
3358,4,294,954,786,294,4,1928,82,12,294,39
3359,5,5,1685,1685,1685,1576,1786,1685,91,1584,39
3360,610,5,2,370,1685,1484,2,2,232,1465,39
3361,1465,1465,1465,2,1465,1465,1465,78,145,1465,39
3362,1467,2,15,29,2,2,176,1487,176,1487,39
3363,1583,1487,176,5,1635,1635,1467,1465,2,75,39
3364,2,1467,1465,15,29,1635,1635,1635,1635,1635,39
3365,7,1484,1465,1465,1465,1465,12,87,5,12,39
3366,84,17,72,2,4,7,6,1465,1467,1465,39
3367,1467,59,69,320,1495,1495,6,4,5,4,39
3368,24,5,8,1576,1584,610,5,370,370,610,39
3369,8,4,5,370,59,71,146,155,413,155,39
3370,60,150,87,12,12,444,155,155,413,91,39
3371,444,12,12,29,15,15,890,1466,263,1466,39
3372,1178,263,506,1480,1466,353,676,1042,84,72,39
3373,44,45,6,2,59,1466,7,1466,4,1466,39
3374,263,1466,1466,186,1478,1466,263,17,6,48,39
3375,338,59,277,75,155,1028,1466,444,838,75,39
3376,2,1001,1472,8,4,12,4,1001,8,12,39
3377,4,1472,1001,1472,1001,12,8,4,1472,27,39
3378,173,78,1001,1472,1001,1472,5,24,1769,31,39
3379,1769,2173,31,1769,146,77,1001,22,1521,338,39
3380,1600,370,1461,5,4,2,281,6,17,75,39
3381,193,1473,1473,1473,1473,1740,1473,1473,1941,1473,39
3382,1473,1473,1562,1571,1473,1568,1566,1463,1463,1463,39
3383,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3384,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3385,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3386,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3387,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3388,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3389,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3390,1463,1463,1463,75,1463,1463,1463,1463,1463,1463,39
3391,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3392,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3393,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3394,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3395,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3396,1463,1463,1463,1463,1463,29,1463,15,15,1463,39
3397,15,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3398,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3399,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3400,1463,1463,1473,1473,1473,1740,1941,1473,1473,1568,39
3401,1566,1562,1473,1571,1473,1463,1463,1463,1463,1463,39
3402,1473,2,78,145,1463,1463,1534,1595,1534,75,39
3403,75,69,2,75,4,1572,5,1572,1572,4,39
3404,1572,4,5,2,1484,29,15,15,5,87,39
3405,2159,12,702,1572,2269,19,79,21,31,60,39
3406,8,1870,863,31,22,5,5,31,2185,5,39
3407,1750,1750,1750,5,4,103,24,103,4,103,39
3408,5,5,1953,1953,1788,5,1788,1788,2033,1999,39
3409,1999,4,5,2,75,12,5,1664,610,747,39
3410,1774,1664,1774,1664,5,1774,610,1664,1664,71,39
3411,1693,1693,1693,1693,4,2,448,5,5,2223,39
3412,5,1711,4,1711,4,24,1711,158,1343,96,39
3413,8,1343,82,86,102,158,62,37,1343,80,39
3414,158,1444,1711,24,5,1001,1667,79,1760,8,39
3415,21,1760,1667,19,1760,1001,1001,22,1464,1464,39
3416,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3417,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3418,1464,1464,1464,1464,1464,4,1464,1464,1464,1464,39
3419,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3420,448,2,5,1464,1464,1464,1464,1464,1464,1464,39
3421,1464,1464,1461,6,17,1464,1464,1464,1464,1464,39
3422,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3423,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3424,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3425,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3426,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3427,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3428,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3429,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3430,1464,1464,12,1464,1464,1464,1464,1464,1464,1464,39
3431,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3432,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3433,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3434,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3435,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3436,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3437,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3438,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3439,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3440,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3441,1464,4,1464,1464,44,75,2,45,1464,1464,39
3442,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3443,6,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3444,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3445,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3446,7,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3447,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3448,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3449,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3450,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3451,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3452,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3453,1464,1464,1464,1464,1464,15,1464,29,1464,1464,39
3454,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3455,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3456,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3457,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3458,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3459,1464,1464,1464,1464,1464,1464,2,1464,1464,1464,39
3460,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3461,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3462,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3463,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3464,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3465,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3466,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3467,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3468,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3469,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3470,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3471,1464,1464,1464,1464,1464,1464,1464,1464,1464,4,39
3472,75,1464,44,1464,45,1464,6,1464,2,1464,39
3473,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3474,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3475,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3476,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3477,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3478,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3479,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3480,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3481,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3482,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3483,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3484,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3485,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3486,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3487,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3488,1464,1464,145,78,1464,1464,1464,1464,1464,1464,39
3489,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3490,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3491,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3492,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3493,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3494,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3495,4,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3496,1464,5,1464,1464,1464,1464,1464,1464,1464,1464,39
3497,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3498,1464,1464,1464,1464,1464,1464,75,1464,48,1464,39
3499,2,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3500,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3501,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3502,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3503,1464,1464,1464,1464,1464,1464,1464,1464,1464,1467,39
3504,1465,1464,1467,1465,1464,1464,1467,1465,1464,1464,39
3505,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3506,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3507,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3508,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3509,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3510,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3511,2,1464,1464,1464,5,294,1514,4,954,4,39
3512,294,1514,786,79,1472,4,19,21,4,12,39
3513,8,294,954,4,294,786,8,485,71,4,39
3514,294,954,294,80,75,954,4,294,294,294,39
3515,4,954,294,5,1464,1464,1464,1464,1464,1464,39
3516,1464,1464,1464,1464,1464,1464,370,1467,1465,2,39
3517,1500,5,1522,1500,60,1522,1530,5,159,31,39
3518,1806,159,60,1667,8,49,1759,79,79,4,39
3519,49,21,31,5,77,19,8,216,1639,5,39
3520,1577,1819,1639,5,1639,4,27,1577,206,1522,39
3521,78,173,193,27,37,268,37,1576,1639,1639,39
3522,91,1584,22,610,31,4,2,5,17,6,39
3523,7,1465,1467,1465,1467,1465,1467,1467,1465,1467,39
3524,1465,1465,1467,75,1464,1464,1464,1464,1464,1464,39
3525,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3526,1464,1464,1484,29,15,1487,176,75,2,1639,39
3527,49,27,1487,176,75,15,29,2,1465,1467,39
3528,154,154,154,154,154,154,154,154,145,78,39
3529,1465,1467,75,1467,1465,1467,1467,1465,27,12,39
3530,87,5,5,1465,176,1577,5,1500,1500,1530,39
3531,5,1981,1981,5,416,5,416,416,820,1500,39
3532,5,1500,1530,5,294,4,954,294,786,5,39
3533,1781,4,4,1781,79,2068,1118,5,31,21,39
3534,19,1925,1080,1080,1925,8,31,1781,22,610,39
3535,4,2,31,5,370,17,6,2008,1766,1518,39
3536,1501,1518,60,12,1518,129,286,1484,1518,1518,39
3537,1501,1766,1501,1518,27,141,135,37,1810,128,39
3538,1766,1518,1501,1518,198,55,1501,29,15,15,39
3539,1501,1518,1518,1501,1518,1501,1518,55,1501,198,39
3540,1501,1518,12,1501,62,82,1856,12,17,1518,39
3541,1501,1518,1501,1518,1501,1501,1501,1518,1501,1518,39
3542,1518,1501,6,5,2047,1708,1708,1708,1708,1501,39
3543,1518,2250,294,5,954,4,786,1518,1501,1501,39
3544,1501,1518,1501,1501,129,1501,1518,1501,1501,1518,39
3545,1518,1501,1501,1501,1501,1518,4,5,2,1501,39
3546,1518,1501,1501,370,4,1751,5,1751,1751,2025,39
3547,2139,1699,1606,1845,8,1606,1699,1606,1606,55,39
3548,198,1606,1845,79,1699,21,1699,1606,19,1606,39
3549,77,8,75,22,4,5,2,1606,17,6,39
3550,2,75,4,5,4,12,4,1484,2,17,39
3551,84,7,338,72,75,42,42,460,72,84,39
3552,44,45,6,2,17,4,338,75,59,186,39
3553,45,59,75,5,4,6,75,2,320,69,39
3554,69,75,1459,394,2115,19,8,19,8,448,39
3555,968,1023,964,963,1024,162,19,1666,31,1666,39
3556,1666,1666,2,5,4,23,46,1484,41,1666,39
3557,1016,968,1039,1352,1352,963,5,5,2,5,39
3558,2,4,5,2,17,6,2,2,6,2,39
3559,7,19,8,19,8,19,8,8,313,1598,39
3560,22,31,4,2,456,1676,44,338,75,6,39
3561,23,84,338,72,17,4,6,7,59,59,39
3562,77,71,77,396,29,15,15,77,1519,1519,39
3563,1519,91,60,1519,1235,12,87,5,1570,1570,39
3564,1950,1654,1654,1570,1654,1654,448,4,6,5,39
3565,5,24,103,4,103,5,4,1954,1035,1954,39
3566,103,8,103,12,294,5,1514,294,1514,4,39
3567,954,786,4,91,12,91,4,786,294,294,39
3568,954,4,71,485,294,4,4,294,954,1437,39
3569,4,5,448,370,320,172,392,169,188,175,39
3570,188,169,117,320,69,15,29,176,310,176,39
3571,4,5,4,5,1487,1487,176,1487,176,176,39
3572,1487,1487,1583,176,176,15,29,15,232,29,39
3573,15,15,1467,1465,1467,1465,1465,1467,4,87,39
3574,12,1500,5,24,1577,1522,1500,60,1522,1530,39
3575,1522,1576,610,4,5,29,15,71,87,12,39
3576,1176,5,1421,1216,1421,1814,1321,1216,12,1393,39
3577,1332,1324,1393,1176,1500,1577,5,60,1500,1577,39
3578,1530,60,91,1584,1576,610,1500,610,5,1530,39
3579,1500,4,24,15,29,5,786,954,610,4,39
3580,294,294,4,286,1856,91,786,954,4,294,39
3581,4,2206,610,1467,1465,1467,1467,1465,1465,370,39
3582,29,15,15,1235,232,232,232,69,232,232,39
3583,232,232,232,5,1500,5,71,24,1530,1726,39
3584,24,1222,1726,1222,71,1726,1968,1968,1810,27,39
3585,78,173,37,1726,232,610,1420,1500,5,1500,39
3586,1530,1530,15,29,15,610,232,232,4,5,39
3587,1811,5,1811,2089,1811,5,1659,87,12,2232,39
3588,159,31,4,1659,79,49,21,12,1659,19,39
3589,60,1659,142,142,286,1659,8,77,31,8,39
3590,146,1659,1076,22,232,232,24,232,17,6,39
3591,232,232,4,5,1465,1467,1467,1465,49,15,39
3592,29,954,786,610,294,4,4,954,786,294,39
3593,294,4,294,370,12,12,72,84,44,5,39
3594,45,6,72,4,17,84,2,7,59,59,39
3595,77,71,87,12,12,12,12,77,29,15,39
3596,84,72,44,4,6,17,45,2,4,2,39
3597,338,6,186,44,91,60,75,1464,1464,1464,39
3598,1464,1464,1464,1464,1464,1464,2,75,2,1467,39
3599,1465,75,1467,1465,1467,5,5,2188,91,1511,39
3600,1511,12,1511,60,77,1511,146,60,1772,1511,39
3601,1511,1511,1511,1511,313,1383,22,22,1621,1927,39
3602,146,1621,31,1621,79,21,1656,31,19,1621,39
3603,8,1927,8,1656,60,4,12,1656,1621,22,39
3604,1975,1975,1727,31,456,4,5,75,5,294,39
3605,294,294,610,4,954,4,294,786,60,294,39
3606,294,29,15,15,1678,5,4,103,24,4,39
3607,24,103,5,1035,103,103,8,103,1621,21,39
3608,19,27,8,27,268,173,78,82,1621,60,39
3609,152,60,1412,1412,1121,22,24,17,2,370,39
3610,5,5,1528,79,5,1528,5,21,1524,1528,39
3611,19,8,1524,8,31,21,19,31,1524,78,39
3612,173,8,1528,1524,1528,22,1524,2,313,31,39
3613,456,313,5,313,313,2,75,313,313,313,39
3614,313,313,75,313,313,313,313,75,313,5,39
3615,1734,2156,1912,1899,1912,1734,1899,1734,27,128,39
3616,1734,2277,8,31,19,21,294,1514,4,786,39
3617,954,1514,294,4,294,4,294,954,4,485,39
3618,71,294,294,4,954,294,4,22,313,294,39
3619,4,294,954,4,5,103,103,4,1035,103,39
3620,31,313,448,6,17,313,370,4,5,2,39
3621,5,294,4,954,294,954,4,294,4,294,39
3622,313,294,4,294,954,4,294,954,4,4,39
3623,294,954,4,294,4,313,294,4,954,294,39
3624,4,954,313,4,5,4,448,2,294,75,39
3625,4,954,12,87,294,4,954,294,4,294,39
3626,7,5,313,5,103,4,103,5,1035,103,39
3627,103,294,103,294,103,4,954,1421,1176,5,39
3628,1216,1421,1814,1393,1216,1321,1176,1324,1393,313,39
3629,29,15,15,1484,313,6,5,370,24,313,39
3630,313,313,2124,1573,1573,1573,1573,1573,12,1573,39
3631,313,313,1573,313,313,1573,91,142,2,17,39
3632,313,142,313,1573,313,1573,75,313,313,12,39
3633,313,313,17,48,6,2,313,338,4,186,39
3634,313,44,1573,4,313,75,142,5,1848,36,39
3635,66,111,1848,36,66,36,313,6,313,4,39
3636,2,5,313,313,313,313,2,313,15,29,39
3637,313,313,338,313,2,313,313,75,313,313,39
3638,313,313,313,313,1465,1467,6,313,313,338,39
3639,313,1656,8,19,21,1656,1656,60,12,4,39
3640,5,84,72,17,4,2,338,6,22,1484,39
3641,7,1521,1682,75,71,29,15,15,15,59,39
3642,87,12,12,12,12,59,72,84,44,4,39
3643,17,45,6,48,2,6,2,1465,1467,1465,39
3644,1467,1465,1467,1465,1467,1467,1465,4,5,1472,39
3645,1001,4,1472,8,12,1472,4,1001,1001,1001,39
3646,8,1472,4,4,12,1001,1001,4,1472,8,39
3647,1001,12,1001,1001,19,12,21,1472,4,79,39
3648,8,1472,4,8,1001,4,12,1001,1001,12,39
3649,1001,8,1472,4,4,1001,1001,4,1472,8,39
3650,1001,4,12,1001,1001,1472,1472,1472,1001,4,39
3651,8,4,12,1001,1001,1472,4,8,1001,12,39
3652,1001,1001,1001,8,1472,4,12,4,12,8,39
3653,1472,4,1001,1001,1001,4,1001,8,12,1216,39
3654,1393,1768,1332,4,1001,1001,1472,4,8,1001,39
3655,4,12,1001,21,4,19,4,12,8,1472,39
3656,4,1001,8,4,12,1001,1001,12,1001,4,39
3657,8,1472,1001,1001,1472,4,8,1001,12,1001,39
3658,12,8,1472,1001,4,1001,1001,1001,4,8,39
3659,198,4,1001,12,1001,1472,2,5,17,4,39
3660,1461,4,21,12,29,19,15,15,4,8,39
3661,8,12,1001,4,1472,1001,1001,370,2,1464,39
3662,1464,1464,1464,1464,1464,1464,1464,1464,1464,1464,39
3663,1464,1464,4,6,2,338,91,1511,1511,146,39
3664,1511,12,1511,1772,1511,1511,44,75,1511,186,39
3665,1511,1484,1511,1675,5,2029,60,22,1675,1675,39
3666,22,77,1675,1675,1528,5,21,31,79,19,39
3667,1528,78,173,8,1524,31,1528,22,1524,1528,39
3668,1727,22,60,1524,313,4,2,31,456,313,39
3669,5,313,313,1528,21,1524,19,1528,8,1524,39
3670,1524,22,313,313,313,313,2,313,313,15,39
3671,29,313,313,1524,1528,19,21,1528,1524,8,39
3672,1524,31,1528,8,1524,19,21,19,1524,1528,39
3673,21,8,31,1528,22,1487,1524,176,1487,1487,39
3674,176,176,1487,1583,1487,176,176,313,313,1528,39
3675,79,19,8,1524,21,1528,1524,22,1524,313,39
3676,313,7,313,313,313,313,2,313,313,313,39
3677,313,7,71,12,87,12,12,1601,12,12,39
3678,5,216,1971,1266,2039,863,1971,29,15,84,39
3679,72,44,17,45,338,6,186,1484,44,75,39
3680,59,5,5,1528,79,1528,19,21,31,1524,39
3681,5,8,31,1528,19,173,78,21,77,1528,39
3682,8,1524,146,4,1528,1524,8,60,22,1524,39
3683,313,456,31,2,48,6,5,59,5,7,39
3684,4,2,6,17,72,84,71,12,87,12,39
3685,145,78,29,15,15,12,12,59,59,277,39
3686,72,84,17,44,45,4,6,2,338,186,39
3687,44,1637,1634,1600,75,1484,7,71,7,785,39
3688,2233,87,12,12,12,12,145,78,59,84,39
3689,72,6,44,17,4,45,2,15,29,15,39
3690,2069,91,218,1600,1634,1637,338,186,1484,4,39
3691,75,2,48,59,6,338,186,2,44,6,39
3692,48,17,338,48,1521,1600,2,75,29,15,39
3693,2,75,1473,1473,1473,2166,1473,1473,1473,1562,39
3694,1473,1568,1566,1571,1463,1463,1463,1463,1463,1463,39
3695,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3696,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3697,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3698,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3699,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3700,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3701,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3702,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3703,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3704,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3705,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3706,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3707,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3708,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3709,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3710,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3711,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3712,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3713,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3714,1463,1463,1463,1463,1463,1463,1463,1463,1463,1463,39
3715,1463,1463,1463,1637,1463,1463,1799,1463,1463,1463,39
3716,338,17,4,1463,1463,1473,75,2,1595,1463,39
3717,1534,1463,1463,4,44,2,45,75,75,6,39
3718,29,15,48,2,145,78,7,75,2,75,39
3719,1676,1468,2,75,75,6,29,15,2,75,39
3720,2,75,1595,1534,1463,1534,1463,1534,75,2,39
3721,1467,1465,1467,1465,75,29,15,2,78,145,39
3722,1465,1467,7,1467,1465,1465,1467,2,1467,1465,39
3723,75,1676,2,1467,1465,1465,1467,2,1467,1465,39
3724,29,15,15,75,2,1467,1465,1465,1467,1465,39
3725,1467,2,87,12,2,1763,159,19,31,21,39
3726,1763,159,79,8,31,1763,146,12,49,22,39
3727,29,15,15,145,78,17,6,75,2,48,39
3728,7,75,2,12,5,4,338,84,72,17,39
3729,4,2,6,1676,7,42,42,42,42,59,39
3730,1467,1465,59,1475,1474,71,77,12,87,5,39
3731,5,24,1500,5,1883,1500,12,1522,60,1522,39
3732,1530,1522,5,1762,1762,5,1762,348,1879,240,39
3733,1802,1808,216,1266,240,31,1808,240,2197,1802,39
3734,1808,1737,348,2272,1879,77,1802,216,348,31,39
3735,1737,12,1737,348,1576,146,60,91,1584,77,39
3736,60,22,31,313,2041,610,60,12,60,348,39
3737,348,1412,456,1121,313,4,5,6,17,1467,39
3738,1465,1467,1465,1467,1465,1465,1467,1467,1465,1465,39
3739,1467,1467,1465,1467,1465,1467,1465,1467,1465,1467,39
3740,1465,1467,1465,1467,1465,1467,1465,1465,1467,1465,39
3741,1467,1465,1467,1465,1467,1465,1465,1467,1465,1467,39
3742,1467,1465,1467,1465,1467,1465,71,12,145,87,39
3743,78,12,91,59,15,29,15,60,12,12,39
3744,12,72,84,44,17,45,4,2,6,338,39
3745,186,59,6,48,17,338,1521,1634,2,1637,39
3746,48,4,1465,5,1465,176,1465,1465,1465,1465,39
3747,75,1465,338,4,2,5,75,1465,6,338,39
3748,155,1523,146,413,155,60,155,155,444,413,39
3749,91,444,146,60,22,1765,683,1765,1077,1077,39
3750,1178,1765,506,890,155,1466,1028,444,353,676,39
3751,1466,263,1466,263,1466,1545,1466,1480,1042,838,39
3752,44,1521,338,1600,29,15,1465,1467,1465,1467,39
3753,75,2,5,5,1883,5,1500,24,1500,1522,39
3754,60,1530,1522,91,1584,1576,610,4,448,5,39
3755,5,5,1590,5,1590,1590,1590,2,75,48,39
3756,6,1590,1590,1590,1590,1590,1590,5,1780,280,39
3757,225,138,130,280,225,2070,138,31,79,280,39
3758,1780,130,49,21,31,8,19,138,77,31,39
3759,2063,1780,22,663,326,31,24,1465,6,17,39
3760,1465,2,5,1465,75,1465,5,1465,4,5,39
3761,2,1465,1465,5,52,36,52,36,111,66,39
3762,36,52,5,66,52,36,29,15,15,15,39
3763,4,5,294,954,4,294,4,786,12,4,39
3764,12,87,294,75,294,4,954,786,294,4,39
3765,954,294,7,1484,4,5,2,17,370,6,39
3766,1484,7,71,87,12,12,12,12,12,5,39
3767,1419,1447,1336,1449,24,1432,79,21,19,1432,39
3768,1449,1449,1345,8,1432,1449,1432,1449,1432,8,39
3769,1432,1449,21,104,1432,1477,19,1449,1432,1345,39
3770,1449,8,12,8,23,1479,1432,1449,1398,15,39
3771,29,15,1449,1449,8,72,84,8,1432,1449,39
3772,1477,21,1432,44,19,1345,1449,8,1479,1432,39
3773,86,45,1449,2021,1449,1449,30,30,1449,1449,39
3774,119,1627,1627,1449,1449,1574,1624,1902,1449,19,39
3775,1574,1432,21,1345,1574,8,1624,1574,1835,1624,39
3776,1574,1449,1465,4,5,2,17,23,6,5,39
3777,1465,1465,5,1890,1706,5,5,5,1718,27,39
3778,12,1718,27,951,916,128,2007,415,268,206,39
3779,78,173,1706,1706,1706,1890,5,1465,1465,6,39
3780,17,4,5,1465,12,12,186,44,12,17,39
3781,6,2,2141,1600,1637,1465,1465,1465,48,1465,39
3782,1465,1465,1799,1465,1465,1465,1634,1521,4,338,39
3783,75,2,1484,5,72,84,4,2,7,17,39
3784,71,1449,1432,21,12,87,79,1432,19,1449,39
3785,1345,8,1432,1449,1449,1449,8,1432,8,8,39
3786,21,1432,1477,1449,2048,19,1056,24,8,12,39
3787,1345,8,23,1432,1494,8,1729,1525,1494,1432,39
3788,1477,1432,60,1449,19,21,1494,31,8,21,39
3789,31,1432,19,1345,1494,8,8,1345,1432,1494,39
3790,1525,1432,12,60,146,1449,313,456,15,29,39
3791,1494,22,1525,8,1488,1525,31,1449,8,1488,39
3792,1449,1432,1449,1477,1432,1432,1449,1345,1432,1449,39
3793,1488,8,1432,1432,1432,6,71,77,155,146,39
3794,413,12,87,60,155,12,60,60,12,444,39
3795,155,413,91,42,42,77,15,29,15,42,39
3796,42,1480,1077,506,890,1178,1466,1466,2036,676,39
3797,263,353,1466,1480,263,12,12,155,1028,1466,39
3798,1042,444,1466,838,59,1473,1473,1473,1473,1473,39
3799,1473,1568,1562,1566,1473,1571,1463,1463,1463,1463,39
3800,1463,1463,1463,72,84,1463,1463,1463,1463,44,39
3801,4,6,17,2,45,1463,1463,1463,1463,1463,39
